Mã SKU,Tên hàng hóa,Đơn vị tính,Giá bán,% Thuế suất,Tên nhóm hàng,Tồn ban đầu
SP004712,Dầu gội Pantene suôn mượt 650ml (Lô 75),Chai,186000,10,Hóa mỹ phẩm & Tẩy rửa,184
SP004713,Sữa tắm Lifebuoy bảo vệ vượt trội 800g (Lô 75),Chai,178800,10,Hóa mỹ phẩm & Tẩy rửa,191
SP004714,Kem đánh răng Colgate Total 12 180g (Lô 75),Tuýp,50400,10,Hóa mỹ phẩm & Tẩy rửa,198
SP004715,Bàn chải đánh răng P/S than tre (Lô 75),Cái,21600,10,Hóa mỹ phẩm & Tẩy rửa,205
SP004716,Nước lau sàn Sunlight hoa lily túi 3.6kg (Lô 75),Túi,102000,10,Hóa mỹ phẩm & Tẩy rửa,212
SP004717,Xịt muỗi Raid hương cam chanh 600ml (Lô 75),Chai,81600,10,Hóa mỹ phẩm & Tẩy rửa,219
SP004718,Giấy vệ sinh cuộn cao cấp Pulppy lốc 10 cuộn (Lô 75),Lốc,110400,8,Đồ gia dụng & Tiện ích,226
SP004719,Khăn giấy lụa rút Paseo 200 tờ (Lô 75),Hộp,30000,8,Đồ gia dụng & Tiện ích,233
SP004720,Màng bọc thực phẩm PE Sunhouse 30cmx150m (Lô 75),Hộp,90000,8,Đồ gia dụng & Tiện ích,240
SP004721,Túi rác đen tự hủy sinh học Opec 3 cuộn (Lô 75),Gói,45600,8,Đồ gia dụng & Tiện ích,247
SP004722,Băng dính dán thùng trong suốt 5cm x 100y (Lô 75),Cuộn,19200,8,Đồ gia dụng & Tiện ích,254
SP004723,Pin tiểu AA Panasonic vỉ 4 viên (Lô 75),Vỉ,31200,8,Đồ gia dụng & Tiện ích,261
SP004724,Khẩu trang y tế 4 lớp kháng khuẩn hộp 50 cái (Lô 75),Hộp,42000,8,Đồ gia dụng & Tiện ích,268
SP004725,Nước rửa tay Lifebuoy hương chanh chai 450ml (Lô 75),Chai,62400,8,Đồ gia dụng & Tiện ích,275
SP004726,Coca Cola Sleek 320ml (Lô 76),Lon,11000,8,Đồ uống & Giải khát,282
SP004727,Pepsi Sleek 320ml (Lô 76),Lon,10500,8,Đồ uống & Giải khát,289
SP004728,Nước cam ép Twister 450ml (Lô 76),Chai,12000,8,Đồ uống & Giải khát,296
SP004729,Trà xanh Không Độ 455ml (Lô 76),Chai,10000,8,Đồ uống & Giải khát,303
SP004730,Trà Ô Long Tea+ Plus 455ml (Lô 76),Chai,12000,8,Đồ uống & Giải khát,310
SP004731,Nước tăng lực Red Bull 250ml (Lô 76),Lon,14000,8,Đồ uống & Giải khát,317
SP004732,Nước khoáng Lavie 500ml (Lô 76),Chai,6000,8,Đồ uống & Giải khát,324
SP004733,Nước tinh khiết Aquafina 500ml (Lô 76),Chai,6000,8,Đồ uống & Giải khát,331
SP004734,Cà phê sữa đá Highlands 235ml (Lô 76),Lon,16000,8,Đồ uống & Giải khát,338
SP004735,Bia Heineken Sleek 330ml (Lô 76),Lon,22000,10,Đồ uống & Giải khát,345
SP004736,Bia Tiger Crystal 330ml (Lô 76),Lon,19500,10,Đồ uống & Giải khát,352
SP004737,Bia Sài Gòn Special 330ml (Lô 76),Lon,16500,10,Đồ uống & Giải khát,359
SP004738,Sữa tươi tiệt trùng Vinamilk 180ml (Lô 76),Hộp,8500,0,Đồ uống & Giải khát,366
SP004739,Sữa chua uống Susu 110ml (Lô 76),Chai,6500,0,Đồ uống & Giải khát,373
SP004740,Nước ép bưởi hồng Vfresh 1L (Lô 76),Hộp,39000,8,Đồ uống & Giải khát,380
SP004741,Bánh ChocoPie Orion hộp 12 cái (Lô 76),Hộp,58000,8,Bánh kẹo & Ăn vặt,387
SP004742,Bánh Cosy mè giòn rụm Kinh Đô 288g (Lô 76),Gói,29000,8,Bánh kẹo & Ăn vặt,394
SP004743,Snack khoai tây Ostar vị tảo biển 90g (Lô 76),Gói,19000,8,Bánh kẹo & Ăn vặt,401
SP004744,Snack khoai tây Lay's tự nhiên 95g (Lô 76),Gói,21000,8,Bánh kẹo & Ăn vặt,408
SP004745,Bánh que Pocky socola Glico 40g (Lô 76),Hộp,14000,8,Bánh kẹo & Ăn vặt,415
SP004746,Kẹo dẻo Chupa Chups Sour Tubes 160g (Lô 76),Gói,24000,8,Bánh kẹo & Ăn vặt,422
SP004747,Bánh mì tươi nhân bơ sữa Kinh Đô 80g (Lô 76),Cái,9000,8,Bánh kẹo & Ăn vặt,429
SP004748,Bánh xốp Nabati phô mai 130g (Lô 76),Hộp,12000,8,Bánh kẹo & Ăn vặt,436
SP004749,Hạt điều rang muối vỏ lụa Bình Phước 500g (Lô 76),Hộp,135000,8,Bánh kẹo & Ăn vặt,443
SP004750,Hạt hướng dương Chacheer 130g (Lô 76),Gói,15000,8,Bánh kẹo & Ăn vặt,450
SP004751,Rong biển sấy vị truyền thống TaoKaeNoi 32g (Lô 76),Gói,26000,8,Bánh kẹo & Ăn vặt,457
SP004752,Nước mắm Nam Ngư Đệ Nhị chai 900ml (Lô 76),Chai,28000,8,Gia vị & Đồ nấu nướng,464
SP004753,Nước mắm Chinsu Cá Hồi chai 500ml (Lô 76),Chai,47000,8,Gia vị & Đồ nấu nướng,471
SP004754,Dầu ăn Simply đậu nành can 1L (Lô 76),Chai,59000,8,Gia vị & Đồ nấu nướng,478
SP004755,Dầu ăn Neptune Gold can 2L (Lô 76),Chai,135000,8,Gia vị & Đồ nấu nướng,485
SP004756,Hạt nêm Knorr thịt thăn xương ống 400g (Lô 76),Gói,37000,8,Gia vị & Đồ nấu nướng,492
SP004757,Bột ngọt Ajinomoto gói 454g (Lô 76),Gói,34000,8,Gia vị & Đồ nấu nướng,499
SP004758,Tương ớt Chinsu nắp bật 250g (Lô 76),Chai,15000,8,Gia vị & Đồ nấu nướng,56
SP004759,Tương cà Cholimex chai 330g (Lô 76),Chai,16000,8,Gia vị & Đồ nấu nướng,63
SP004760,Muối I-ốt Bạc Liêu túi 500g (Lô 76),Gói,6000,8,Gia vị & Đồ nấu nướng,70
SP004761,Đường tinh luyện Biên Hòa Daily 1kg (Lô 76),Gói,31000,8,Gia vị & Đồ nấu nướng,77
SP004762,Mì tôm Hảo Hảo tôm chua cay 75g (Lô 76),Gói,4500,8,Mì gói & Thực phẩm khô,84
SP004763,Mì Omachi sườn hầm ngũ quả 80g (Lô 76),Gói,8500,8,Mì gói & Thực phẩm khô,91
SP004764,Mì trộn Indomie Mi Goreng 85g (Lô 76),Gói,6500,8,Mì gói & Thực phẩm khô,98
SP004765,Phở gà Đệ Nhất Acecook 68g (Lô 76),Gói,8000,8,Mì gói & Thực phẩm khô,105
SP004766,Miến Phú Hương yến tiệc 210g (Lô 76),Gói,22000,8,Mì gói & Thực phẩm khô,112
SP004767,Cháo thịt bằm Cung Đình gói 50g (Lô 76),Gói,7000,8,Mì gói & Thực phẩm khô,119
SP004768,Cá nục sốt cà 3 Cô Gái lon 155g (Lô 76),Lon,19000,8,Mì gói & Thực phẩm khô,126
SP004769,Pate thịt heo Hạ Long lon 150g (Lô 76),Lon,27000,8,Mì gói & Thực phẩm khô,133
SP004770,Mì ly Modern lẩu thái tôm 65g (Lô 76),Ly,9500,8,Mì gói & Thực phẩm khô,140
SP004771,Nước rửa chén Sunlight chanh can 3.6kg (Lô 76),Can,109000,10,Hóa mỹ phẩm & Tẩy rửa,147
SP004772,Nước giặt OMO Matic cửa trên túi 3.6kg (Lô 76),Túi,175000,10,Hóa mỹ phẩm & Tẩy rửa,154
SP004773,Nước xả vải Comfort đậm đặc túi 3.2L (Lô 76),Túi,189000,10,Hóa mỹ phẩm & Tẩy rửa,161
SP004774,Dầu gội Clear thảo dược mát lạnh 630g (Lô 76),Chai,165000,10,Hóa mỹ phẩm & Tẩy rửa,168
SP004775,Dầu gội Pantene suôn mượt 650ml (Lô 76),Chai,155000,10,Hóa mỹ phẩm & Tẩy rửa,175
SP004776,Sữa tắm Lifebuoy bảo vệ vượt trội 800g (Lô 76),Chai,149000,10,Hóa mỹ phẩm & Tẩy rửa,182
SP004777,Kem đánh răng Colgate Total 12 180g (Lô 76),Tuýp,42000,10,Hóa mỹ phẩm & Tẩy rửa,189
SP004778,Bàn chải đánh răng P/S than tre (Lô 76),Cái,18000,10,Hóa mỹ phẩm & Tẩy rửa,196
SP004779,Nước lau sàn Sunlight hoa lily túi 3.6kg (Lô 76),Túi,85000,10,Hóa mỹ phẩm & Tẩy rửa,203
SP004780,Xịt muỗi Raid hương cam chanh 600ml (Lô 76),Chai,68000,10,Hóa mỹ phẩm & Tẩy rửa,210
SP004781,Giấy vệ sinh cuộn cao cấp Pulppy lốc 10 cuộn (Lô 76),Lốc,92000,8,Đồ gia dụng & Tiện ích,217
SP004782,Khăn giấy lụa rút Paseo 200 tờ (Lô 76),Hộp,25000,8,Đồ gia dụng & Tiện ích,224
SP004783,Màng bọc thực phẩm PE Sunhouse 30cmx150m (Lô 76),Hộp,75000,8,Đồ gia dụng & Tiện ích,231
SP004784,Túi rác đen tự hủy sinh học Opec 3 cuộn (Lô 76),Gói,38000,8,Đồ gia dụng & Tiện ích,238
SP004785,Băng dính dán thùng trong suốt 5cm x 100y (Lô 76),Cuộn,16000,8,Đồ gia dụng & Tiện ích,245
SP004786,Pin tiểu AA Panasonic vỉ 4 viên (Lô 76),Vỉ,26000,8,Đồ gia dụng & Tiện ích,252
SP004787,Khẩu trang y tế 4 lớp kháng khuẩn hộp 50 cái (Lô 76),Hộp,35000,8,Đồ gia dụng & Tiện ích,259
SP004788,Nước rửa tay Lifebuoy hương chanh chai 450ml (Lô 76),Chai,52000,8,Đồ gia dụng & Tiện ích,266
SP004789,Coca Cola Sleek 320ml (Lô 77),Lon,11550,8,Đồ uống & Giải khát,273
SP004790,Pepsi Sleek 320ml (Lô 77),Lon,11025,8,Đồ uống & Giải khát,280
SP004791,Nước cam ép Twister 450ml (Lô 77),Chai,12600,8,Đồ uống & Giải khát,287
SP004792,Trà xanh Không Độ 455ml (Lô 77),Chai,10500,8,Đồ uống & Giải khát,294
SP004793,Trà Ô Long Tea+ Plus 455ml (Lô 77),Chai,12600,8,Đồ uống & Giải khát,301
SP004794,Nước tăng lực Red Bull 250ml (Lô 77),Lon,14700,8,Đồ uống & Giải khát,308
SP004795,Nước khoáng Lavie 500ml (Lô 77),Chai,6300,8,Đồ uống & Giải khát,315
SP004796,Nước tinh khiết Aquafina 500ml (Lô 77),Chai,6300,8,Đồ uống & Giải khát,322
SP004797,Cà phê sữa đá Highlands 235ml (Lô 77),Lon,16800,8,Đồ uống & Giải khát,329
SP004798,Bia Heineken Sleek 330ml (Lô 77),Lon,23100,10,Đồ uống & Giải khát,336
SP004799,Bia Tiger Crystal 330ml (Lô 77),Lon,20475,10,Đồ uống & Giải khát,343
SP004800,Bia Sài Gòn Special 330ml (Lô 77),Lon,17325,10,Đồ uống & Giải khát,350
SP004801,Sữa tươi tiệt trùng Vinamilk 180ml (Lô 77),Hộp,8925,0,Đồ uống & Giải khát,357
SP004802,Sữa chua uống Susu 110ml (Lô 77),Chai,6825,0,Đồ uống & Giải khát,364
SP004803,Nước ép bưởi hồng Vfresh 1L (Lô 77),Hộp,40950,8,Đồ uống & Giải khát,371
SP004804,Bánh ChocoPie Orion hộp 12 cái (Lô 77),Hộp,60900,8,Bánh kẹo & Ăn vặt,378
SP004805,Bánh Cosy mè giòn rụm Kinh Đô 288g (Lô 77),Gói,30450,8,Bánh kẹo & Ăn vặt,385
SP004806,Snack khoai tây Ostar vị tảo biển 90g (Lô 77),Gói,19950,8,Bánh kẹo & Ăn vặt,392
SP004807,Snack khoai tây Lay's tự nhiên 95g (Lô 77),Gói,22050,8,Bánh kẹo & Ăn vặt,399
SP004808,Bánh que Pocky socola Glico 40g (Lô 77),Hộp,14700,8,Bánh kẹo & Ăn vặt,406
SP004809,Kẹo dẻo Chupa Chups Sour Tubes 160g (Lô 77),Gói,25200,8,Bánh kẹo & Ăn vặt,413
SP004810,Bánh mì tươi nhân bơ sữa Kinh Đô 80g (Lô 77),Cái,9450,8,Bánh kẹo & Ăn vặt,420
SP004811,Bánh xốp Nabati phô mai 130g (Lô 77),Hộp,12600,8,Bánh kẹo & Ăn vặt,427
SP004812,Hạt điều rang muối vỏ lụa Bình Phước 500g (Lô 77),Hộp,141750,8,Bánh kẹo & Ăn vặt,434
SP004813,Hạt hướng dương Chacheer 130g (Lô 77),Gói,15750,8,Bánh kẹo & Ăn vặt,441
SP004814,Rong biển sấy vị truyền thống TaoKaeNoi 32g (Lô 77),Gói,27300,8,Bánh kẹo & Ăn vặt,448
SP004815,Nước mắm Nam Ngư Đệ Nhị chai 900ml (Lô 77),Chai,29400,8,Gia vị & Đồ nấu nướng,455
SP004816,Nước mắm Chinsu Cá Hồi chai 500ml (Lô 77),Chai,49350,8,Gia vị & Đồ nấu nướng,462
SP004817,Dầu ăn Simply đậu nành can 1L (Lô 77),Chai,61950,8,Gia vị & Đồ nấu nướng,469
SP004818,Dầu ăn Neptune Gold can 2L (Lô 77),Chai,141750,8,Gia vị & Đồ nấu nướng,476
SP004819,Hạt nêm Knorr thịt thăn xương ống 400g (Lô 77),Gói,38850,8,Gia vị & Đồ nấu nướng,483
SP004820,Bột ngọt Ajinomoto gói 454g (Lô 77),Gói,35700,8,Gia vị & Đồ nấu nướng,490
SP004821,Tương ớt Chinsu nắp bật 250g (Lô 77),Chai,15750,8,Gia vị & Đồ nấu nướng,497
SP004822,Tương cà Cholimex chai 330g (Lô 77),Chai,16800,8,Gia vị & Đồ nấu nướng,54
SP004823,Muối I-ốt Bạc Liêu túi 500g (Lô 77),Gói,6300,8,Gia vị & Đồ nấu nướng,61
SP004824,Đường tinh luyện Biên Hòa Daily 1kg (Lô 77),Gói,32550,8,Gia vị & Đồ nấu nướng,68
SP004825,Mì tôm Hảo Hảo tôm chua cay 75g (Lô 77),Gói,4725,8,Mì gói & Thực phẩm khô,75
SP004826,Mì Omachi sườn hầm ngũ quả 80g (Lô 77),Gói,8925,8,Mì gói & Thực phẩm khô,82
SP004827,Mì trộn Indomie Mi Goreng 85g (Lô 77),Gói,6825,8,Mì gói & Thực phẩm khô,89
SP004828,Phở gà Đệ Nhất Acecook 68g (Lô 77),Gói,8400,8,Mì gói & Thực phẩm khô,96
SP004829,Miến Phú Hương yến tiệc 210g (Lô 77),Gói,23100,8,Mì gói & Thực phẩm khô,103
SP004830,Cháo thịt bằm Cung Đình gói 50g (Lô 77),Gói,7350,8,Mì gói & Thực phẩm khô,110
SP004831,Cá nục sốt cà 3 Cô Gái lon 155g (Lô 77),Lon,19950,8,Mì gói & Thực phẩm khô,117
SP004832,Pate thịt heo Hạ Long lon 150g (Lô 77),Lon,28350,8,Mì gói & Thực phẩm khô,124
SP004833,Mì ly Modern lẩu thái tôm 65g (Lô 77),Ly,9975,8,Mì gói & Thực phẩm khô,131
SP004834,Nước rửa chén Sunlight chanh can 3.6kg (Lô 77),Can,114450,10,Hóa mỹ phẩm & Tẩy rửa,138
SP004835,Nước giặt OMO Matic cửa trên túi 3.6kg (Lô 77),Túi,183750,10,Hóa mỹ phẩm & Tẩy rửa,145
SP004836,Nước xả vải Comfort đậm đặc túi 3.2L (Lô 77),Túi,198450,10,Hóa mỹ phẩm & Tẩy rửa,152
SP004837,Dầu gội Clear thảo dược mát lạnh 630g (Lô 77),Chai,173250,10,Hóa mỹ phẩm & Tẩy rửa,159
SP004838,Dầu gội Pantene suôn mượt 650ml (Lô 77),Chai,162750,10,Hóa mỹ phẩm & Tẩy rửa,166
SP004839,Sữa tắm Lifebuoy bảo vệ vượt trội 800g (Lô 77),Chai,156450,10,Hóa mỹ phẩm & Tẩy rửa,173
SP004840,Kem đánh răng Colgate Total 12 180g (Lô 77),Tuýp,44100,10,Hóa mỹ phẩm & Tẩy rửa,180
SP004841,Bàn chải đánh răng P/S than tre (Lô 77),Cái,18900,10,Hóa mỹ phẩm & Tẩy rửa,187
SP004842,Nước lau sàn Sunlight hoa lily túi 3.6kg (Lô 77),Túi,89250,10,Hóa mỹ phẩm & Tẩy rửa,194
SP004843,Xịt muỗi Raid hương cam chanh 600ml (Lô 77),Chai,71400,10,Hóa mỹ phẩm & Tẩy rửa,201
SP004844,Giấy vệ sinh cuộn cao cấp Pulppy lốc 10 cuộn (Lô 77),Lốc,96600,8,Đồ gia dụng & Tiện ích,208
SP004845,Khăn giấy lụa rút Paseo 200 tờ (Lô 77),Hộp,26250,8,Đồ gia dụng & Tiện ích,215
SP004846,Màng bọc thực phẩm PE Sunhouse 30cmx150m (Lô 77),Hộp,78750,8,Đồ gia dụng & Tiện ích,222
SP004847,Túi rác đen tự hủy sinh học Opec 3 cuộn (Lô 77),Gói,39900,8,Đồ gia dụng & Tiện ích,229
SP004848,Băng dính dán thùng trong suốt 5cm x 100y (Lô 77),Cuộn,16800,8,Đồ gia dụng & Tiện ích,236
SP004849,Pin tiểu AA Panasonic vỉ 4 viên (Lô 77),Vỉ,27300,8,Đồ gia dụng & Tiện ích,243
SP004850,Khẩu trang y tế 4 lớp kháng khuẩn hộp 50 cái (Lô 77),Hộp,36750,8,Đồ gia dụng & Tiện ích,250
SP004851,Nước rửa tay Lifebuoy hương chanh chai 450ml (Lô 77),Chai,54600,8,Đồ gia dụng & Tiện ích,257
SP004852,Coca Cola Sleek 320ml (Lô 78),Lon,12100,8,Đồ uống & Giải khát,264
SP004853,Pepsi Sleek 320ml (Lô 78),Lon,11550,8,Đồ uống & Giải khát,271
SP004854,Nước cam ép Twister 450ml (Lô 78),Chai,13200,8,Đồ uống & Giải khát,278
SP004855,Trà xanh Không Độ 455ml (Lô 78),Chai,11000,8,Đồ uống & Giải khát,285
SP004856,Trà Ô Long Tea+ Plus 455ml (Lô 78),Chai,13200,8,Đồ uống & Giải khát,292
SP004857,Nước tăng lực Red Bull 250ml (Lô 78),Lon,15400,8,Đồ uống & Giải khát,299
SP004858,Nước khoáng Lavie 500ml (Lô 78),Chai,6600,8,Đồ uống & Giải khát,306
SP004859,Nước tinh khiết Aquafina 500ml (Lô 78),Chai,6600,8,Đồ uống & Giải khát,313
SP004860,Cà phê sữa đá Highlands 235ml (Lô 78),Lon,17600,8,Đồ uống & Giải khát,320
SP004861,Bia Heineken Sleek 330ml (Lô 78),Lon,24200,10,Đồ uống & Giải khát,327
SP004862,Bia Tiger Crystal 330ml (Lô 78),Lon,21450,10,Đồ uống & Giải khát,334
SP004863,Bia Sài Gòn Special 330ml (Lô 78),Lon,18150,10,Đồ uống & Giải khát,341
SP004864,Sữa tươi tiệt trùng Vinamilk 180ml (Lô 78),Hộp,9350,0,Đồ uống & Giải khát,348
SP004865,Sữa chua uống Susu 110ml (Lô 78),Chai,7150,0,Đồ uống & Giải khát,355
SP004866,Nước ép bưởi hồng Vfresh 1L (Lô 78),Hộp,42900,8,Đồ uống & Giải khát,362
SP004867,Bánh ChocoPie Orion hộp 12 cái (Lô 78),Hộp,63800,8,Bánh kẹo & Ăn vặt,369
SP004868,Bánh Cosy mè giòn rụm Kinh Đô 288g (Lô 78),Gói,31900,8,Bánh kẹo & Ăn vặt,376
SP004869,Snack khoai tây Ostar vị tảo biển 90g (Lô 78),Gói,20900,8,Bánh kẹo & Ăn vặt,383
SP004870,Snack khoai tây Lay's tự nhiên 95g (Lô 78),Gói,23100,8,Bánh kẹo & Ăn vặt,390
SP004871,Bánh que Pocky socola Glico 40g (Lô 78),Hộp,15400,8,Bánh kẹo & Ăn vặt,397
SP004872,Kẹo dẻo Chupa Chups Sour Tubes 160g (Lô 78),Gói,26400,8,Bánh kẹo & Ăn vặt,404
SP004873,Bánh mì tươi nhân bơ sữa Kinh Đô 80g (Lô 78),Cái,9900,8,Bánh kẹo & Ăn vặt,411
SP004874,Bánh xốp Nabati phô mai 130g (Lô 78),Hộp,13200,8,Bánh kẹo & Ăn vặt,418
SP004875,Hạt điều rang muối vỏ lụa Bình Phước 500g (Lô 78),Hộp,148500,8,Bánh kẹo & Ăn vặt,425
SP004876,Hạt hướng dương Chacheer 130g (Lô 78),Gói,16500,8,Bánh kẹo & Ăn vặt,432
SP004877,Rong biển sấy vị truyền thống TaoKaeNoi 32g (Lô 78),Gói,28600,8,Bánh kẹo & Ăn vặt,439
SP004878,Nước mắm Nam Ngư Đệ Nhị chai 900ml (Lô 78),Chai,30800,8,Gia vị & Đồ nấu nướng,446
SP004879,Nước mắm Chinsu Cá Hồi chai 500ml (Lô 78),Chai,51700,8,Gia vị & Đồ nấu nướng,453
SP004880,Dầu ăn Simply đậu nành can 1L (Lô 78),Chai,64900,8,Gia vị & Đồ nấu nướng,460
SP004881,Dầu ăn Neptune Gold can 2L (Lô 78),Chai,148500,8,Gia vị & Đồ nấu nướng,467
SP004882,Hạt nêm Knorr thịt thăn xương ống 400g (Lô 78),Gói,40700,8,Gia vị & Đồ nấu nướng,474
SP004883,Bột ngọt Ajinomoto gói 454g (Lô 78),Gói,37400,8,Gia vị & Đồ nấu nướng,481
SP004884,Tương ớt Chinsu nắp bật 250g (Lô 78),Chai,16500,8,Gia vị & Đồ nấu nướng,488
SP004885,Tương cà Cholimex chai 330g (Lô 78),Chai,17600,8,Gia vị & Đồ nấu nướng,495
SP004886,Muối I-ốt Bạc Liêu túi 500g (Lô 78),Gói,6600,8,Gia vị & Đồ nấu nướng,52
SP004887,Đường tinh luyện Biên Hòa Daily 1kg (Lô 78),Gói,34100,8,Gia vị & Đồ nấu nướng,59
SP004888,Mì tôm Hảo Hảo tôm chua cay 75g (Lô 78),Gói,4950,8,Mì gói & Thực phẩm khô,66
SP004889,Mì Omachi sườn hầm ngũ quả 80g (Lô 78),Gói,9350,8,Mì gói & Thực phẩm khô,73
SP004890,Mì trộn Indomie Mi Goreng 85g (Lô 78),Gói,7150,8,Mì gói & Thực phẩm khô,80
SP004891,Phở gà Đệ Nhất Acecook 68g (Lô 78),Gói,8800,8,Mì gói & Thực phẩm khô,87
SP004892,Miến Phú Hương yến tiệc 210g (Lô 78),Gói,24200,8,Mì gói & Thực phẩm khô,94
SP004893,Cháo thịt bằm Cung Đình gói 50g (Lô 78),Gói,7700,8,Mì gói & Thực phẩm khô,101
SP004894,Cá nục sốt cà 3 Cô Gái lon 155g (Lô 78),Lon,20900,8,Mì gói & Thực phẩm khô,108
SP004895,Pate thịt heo Hạ Long lon 150g (Lô 78),Lon,29700,8,Mì gói & Thực phẩm khô,115
SP004896,Mì ly Modern lẩu thái tôm 65g (Lô 78),Ly,10450,8,Mì gói & Thực phẩm khô,122
SP004897,Nước rửa chén Sunlight chanh can 3.6kg (Lô 78),Can,119900,10,Hóa mỹ phẩm & Tẩy rửa,129
SP004898,Nước giặt OMO Matic cửa trên túi 3.6kg (Lô 78),Túi,192500,10,Hóa mỹ phẩm & Tẩy rửa,136
SP004899,Nước xả vải Comfort đậm đặc túi 3.2L (Lô 78),Túi,207900,10,Hóa mỹ phẩm & Tẩy rửa,143
SP004900,Dầu gội Clear thảo dược mát lạnh 630g (Lô 78),Chai,181500,10,Hóa mỹ phẩm & Tẩy rửa,150
SP004901,Dầu gội Pantene suôn mượt 650ml (Lô 78),Chai,170500,10,Hóa mỹ phẩm & Tẩy rửa,157
SP004902,Sữa tắm Lifebuoy bảo vệ vượt trội 800g (Lô 78),Chai,163900,10,Hóa mỹ phẩm & Tẩy rửa,164
SP004903,Kem đánh răng Colgate Total 12 180g (Lô 78),Tuýp,46200,10,Hóa mỹ phẩm & Tẩy rửa,171
SP004904,Bàn chải đánh răng P/S than tre (Lô 78),Cái,19800,10,Hóa mỹ phẩm & Tẩy rửa,178
SP004905,Nước lau sàn Sunlight hoa lily túi 3.6kg (Lô 78),Túi,93500,10,Hóa mỹ phẩm & Tẩy rửa,185
SP004906,Xịt muỗi Raid hương cam chanh 600ml (Lô 78),Chai,74800,10,Hóa mỹ phẩm & Tẩy rửa,192
SP004907,Giấy vệ sinh cuộn cao cấp Pulppy lốc 10 cuộn (Lô 78),Lốc,101200,8,Đồ gia dụng & Tiện ích,199
SP004908,Khăn giấy lụa rút Paseo 200 tờ (Lô 78),Hộp,27500,8,Đồ gia dụng & Tiện ích,206
SP004909,Màng bọc thực phẩm PE Sunhouse 30cmx150m (Lô 78),Hộp,82500,8,Đồ gia dụng & Tiện ích,213
SP004910,Túi rác đen tự hủy sinh học Opec 3 cuộn (Lô 78),Gói,41800,8,Đồ gia dụng & Tiện ích,220
SP004911,Băng dính dán thùng trong suốt 5cm x 100y (Lô 78),Cuộn,17600,8,Đồ gia dụng & Tiện ích,227
SP004912,Pin tiểu AA Panasonic vỉ 4 viên (Lô 78),Vỉ,28600,8,Đồ gia dụng & Tiện ích,234
SP004913,Khẩu trang y tế 4 lớp kháng khuẩn hộp 50 cái (Lô 78),Hộp,38500,8,Đồ gia dụng & Tiện ích,241
SP004914,Nước rửa tay Lifebuoy hương chanh chai 450ml (Lô 78),Chai,57200,8,Đồ gia dụng & Tiện ích,248
SP004915,Coca Cola Sleek 320ml (Lô 79),Lon,12649,8,Đồ uống & Giải khát,255
SP004916,Pepsi Sleek 320ml (Lô 79),Lon,12074,8,Đồ uống & Giải khát,262
SP004917,Nước cam ép Twister 450ml (Lô 79),Chai,13799,8,Đồ uống & Giải khát,269
SP004918,Trà xanh Không Độ 455ml (Lô 79),Chai,11500,8,Đồ uống & Giải khát,276
SP004919,Trà Ô Long Tea+ Plus 455ml (Lô 79),Chai,13799,8,Đồ uống & Giải khát,283
SP004920,Nước tăng lực Red Bull 250ml (Lô 79),Lon,16099,8,Đồ uống & Giải khát,290
SP004921,Nước khoáng Lavie 500ml (Lô 79),Chai,6899,8,Đồ uống & Giải khát,297
SP004922,Nước tinh khiết Aquafina 500ml (Lô 79),Chai,6899,8,Đồ uống & Giải khát,304
SP004923,Cà phê sữa đá Highlands 235ml (Lô 79),Lon,18400,8,Đồ uống & Giải khát,311
SP004924,Bia Heineken Sleek 330ml (Lô 79),Lon,25299,10,Đồ uống & Giải khát,318
SP004925,Bia Tiger Crystal 330ml (Lô 79),Lon,22425,10,Đồ uống & Giải khát,325
SP004926,Bia Sài Gòn Special 330ml (Lô 79),Lon,18975,10,Đồ uống & Giải khát,332
SP004927,Sữa tươi tiệt trùng Vinamilk 180ml (Lô 79),Hộp,9775,0,Đồ uống & Giải khát,339
SP004928,Sữa chua uống Susu 110ml (Lô 79),Chai,7474,0,Đồ uống & Giải khát,346
SP004929,Nước ép bưởi hồng Vfresh 1L (Lô 79),Hộp,44850,8,Đồ uống & Giải khát,353
SP004930,Bánh ChocoPie Orion hộp 12 cái (Lô 79),Hộp,66700,8,Bánh kẹo & Ăn vặt,360
SP004931,Bánh Cosy mè giòn rụm Kinh Đô 288g (Lô 79),Gói,33350,8,Bánh kẹo & Ăn vặt,367
SP004932,Snack khoai tây Ostar vị tảo biển 90g (Lô 79),Gói,21850,8,Bánh kẹo & Ăn vặt,374
SP004933,Snack khoai tây Lay's tự nhiên 95g (Lô 79),Gói,24149,8,Bánh kẹo & Ăn vặt,381
SP004934,Bánh que Pocky socola Glico 40g (Lô 79),Hộp,16099,8,Bánh kẹo & Ăn vặt,388
SP004935,Kẹo dẻo Chupa Chups Sour Tubes 160g (Lô 79),Gói,27599,8,Bánh kẹo & Ăn vặt,395
SP004936,Bánh mì tươi nhân bơ sữa Kinh Đô 80g (Lô 79),Cái,10350,8,Bánh kẹo & Ăn vặt,402
SP004937,Bánh xốp Nabati phô mai 130g (Lô 79),Hộp,13799,8,Bánh kẹo & Ăn vặt,409
SP004938,Hạt điều rang muối vỏ lụa Bình Phước 500g (Lô 79),Hộp,155250,8,Bánh kẹo & Ăn vặt,416
SP004939,Hạt hướng dương Chacheer 130g (Lô 79),Gói,17250,8,Bánh kẹo & Ăn vặt,423
